,ID,Members,cables,frequency,from,name,operator,operator:wikidata,operator:wikipedia,ref,route,to,type,voltage,wires,via,note,was:to,via:2,gez,not:operator:wikidata,planned,disused,description,circuits,fixme,location
33,252588,"['22973052', '31262306', '816359613', '347993180', '40798792', '39243044', '40897625', '35551888']",3, , ,Hochspannungsleitung 837 BIN - HKL,Stromnetz Berlin,Q110255475, ,837,power,Biesdorf Nord,route,110000,single, , , , , , , , , , , , 
34,252589,"['30954714', '215257944', '40897623', '15023498', '41405917', '40897625', '31262306', '816359617', '347993171', '39243044']",3,50,Biesdorf Nord,Hochspannungsleitung 836 Biesdorf Nord - Friedrichshain,Stromnetz Berlin,Q110255475, ,836,power,Friedrichshain,route,380000,single, ,BIN - FRH, , , , , , , , , , 
35,271177,"['202530183', '288796637', '288796647', '30304616', '233667460', '30305137', '27883686']",3,50,Falkensee,Fs-Hen 4,E.DIS Netz GmbH, , ,4,power,Henningsdorf,route,110000, , , , , , , , , , , , , 
36,271178,"['30304622', '944516916', '233482212', '202530183', '288796637', '288796647', '27883686', '940635546']",3,50,Wustermark,Wu-Hen 1,E.DIS Netz GmbH,Q1273411,de:E.DIS,1,power,Henningsdorf,route,110000, , , , , , , , , , , , , 
37,271179,"['30304622', '944516917', '233482210', '30304616', '233667461', '30305137', '940635546']",3,50,Wustermark,Wu-Fs 2,E.DIS Netz GmbH,Q1273411,de:E.DIS,2,power,Falkensee,route,110000, , , , , , , , , , , , , 
38,272851,"['27637573', '257776008', '39645484', '27637570', '30918818', '437649870', '119554246', '55562108']",3,50, ,Pre-Rat 10,e.dis, , , ,power, ,route,110000, , , , , , , , , , , , , 
39,272852,"['29392745', '27543390', '39645485', '27637570', '119554248', '437649871', '30918818', '944516912', '233482223', '940635546']",3,50,Wustermark,Rat-Wu 12,E.DIS Netz GmbH,Q1273411,de:E.DIS, ,power,Rathenow,route,110000, , , , , , , , , , , , , 
40,272853,"['27171723', '257448383', '257776511', '28777004', '257448388', '257448381', '257448386', '29392745', '944516913', '233482222', '64856342', '162876006', '202610156', '257476893', '257476890', '257476894', '940635546']",3,50,Kirchmöser,Ki-Wu 3,E.DIS Netz GmbH,Q1273411,de:E.DIS, ,power,Wustermark,route,110000, , , , , , , , , , , , , 
41,318038,"['27704199', '188944890', '40806065', '40806064', '27866188', '1022574454', '1022574453', '233664695', '27866190', '48759346', '257783130', '257783128', '199806873']",3,50,Potsdam Süd,Pos-Gel 4,E.DIS Netz GmbH, , , ,power,Geltow,route,110000, , , , , , , , , , , , , 
42,416270,"['28086807', '119018945', '27269287', '27645830', '119017798', '49275117', '28086765', '51080966', '28087043']",2,16.7,Nitzahn,Nitzahn - Heeren 1,DB Energie GmbH, , , ,power,Heeren,route,110000,double;single,Rathenow, , , , , , , , , , , 
43,421174,"['135204766', '435572374', '135204748', '29286029', '955985987', '135204747']",3,50,Neuenhagen,Nho-Füb 5,EON_edis, , , ,power,Fürstenberg,route,110000,single, , , , , , , , , , , , 
44,421176,"['369719846', '955985989', '135204760', '23499551', '25835623', '369651846', '29286029', '164950715', '32996591', '786978746', '32996487', '55251124', '786978742', '786978738', '29286033', '23499599', '234453387', '793978408']",3, ,Bernau,Bau-Nho 1,EON_edis, , , ,power,Neuhof,route,110000,single, , , , , , , , , , , , 
45,443440,"['29704404', '460292806', '51769718', '51766999', '32882491', '32884660', '27862073', '202527434', '41768225', '32882485', '84723151', '26750976', '54278446', '378308918', '206639498']",3,50,Schönefeld-Süd,SfS-Grb,E.DIS Netz GmbH,Q1273411,de:E.DIS,5,power,Großbeeren,route,110000, , , , , , , , , , , , , 
46,443441,"['233516434', '51769717', '29704404', '221010422', '221010426', '37041671']",3,50,Schönefeld-Nord,SfN-Thy 4,E.DIS Netz GmbH, , , ,power,Thyrow,route,110000, , , , , , , , , , , , , 
47,443442,"['27692791', '460292838', '233516434', '459526602', '233516498', '26750976']",3,50, ,Tre-Thy 6,E.DIS Netz GmbH, , , ,power, ,route,110000,single, , , , , , , , , , , , 
48,446269,"['27692916', '52082738', '54278440', '498869303', '198895525']",2,16.7,Genshagener Heide,Genshagener Heide - Schönefeld,DB Energie GmbH, , ,1,power,Schönefeld,route,110000,single, , , , , , , , , , , , 
49,545052,"['188947848', '54487673', '54487642', '54487656', '44050124', '54516390', '362610843']",3,50, ,Dwz-PZ4,E.DIS Netz GmbH, , , ,power, ,route,110000,single, , , , , , , , , , , , 
50,545053,"['54487642', '27704241', '188944892', '44050124', '27704199', '188947846', '362610844']",3,50, ,PoS-Nuthe6,E.DIS Netz GmbH, , , ,power, ,route,110000,single, , , , , , , , , , , , 
51,545054,"['188944891', '188944892', '54487673', '794472996', '54487656', '27704199']",3,50, ,PoS-Dwz2,E.DIS Netz GmbH, , , ,power, ,route,110000,single, , , , , , , , , , , , 
52,902597,"['940922557', '176548911', '1086549373', '221456984', '244279965', '704076605', '28729619']",3,50,Umspannwerk Ragow,Hochspannungsleitung 501 Ragow - Schönewalde,50Hertz Transmission,Q241331,de:50Hertz Transmission,501,power,Umspannwerk Schönewalde,route,380000,quad, , , , , , , , , , , , 
53,918562,"['208256287', '459526622', '233516468', '378311481', '23024661', '378311483', '238840416', '29331499', '944516904', '233486322', '940635545']",3,50,Thyrow,526,50Hertz Transmission,Q241331,de:50Hertz Transmission,526,power,Wustermark,route,220000,triple, ,Umrüstung auf 380 kV scheint geplant zu sein, , , , , , , , , , 
54,918563,"['27149550', '940922557', '815563656', '75502741', '156684001', '23499335', '49414535', '815128554', '815128553', '378311481', '944516903', '131906761']",3,50,Umspannwerk Ragow,Hochspannungsleitung 521 Ragow - Wustermark,50Hertz Transmission,Q241331,de:50Hertz Transmission,521,power,Umspannwerk Wustermark,route,380000,triple, , , , , , , , , , , , 
55,918564,"['940470389', '940922557', '75502740', '815563657', '156684001', '23499335', '49414535', '459526593', '208256290']",3,50,Umspannwerk Ragow,Hochspannungsleitung 522 Ragow - Thyrow,50Hertz Transmission,Q241331,de:50Hertz Transmission,522,power,Umspannwerk Thyrow,route,380000,triple;single, , , , , , , , , , , , 
56,919059,"['157806991', '58935904', '259260566', '154787434', '953420160', '154787447', '30164703']",3,50,Umspannwerk Graustein,Hochspannungsleitung 566 Graustein - Bärwalde,50Hertz Transmission,Q241331, ,566,power,Schaltwerk Bärwalde,route,380000, , , , , , , , , , , , , 
57,919060,"['30164703', '59545509', '953420161', '154787434', '58975180', '259260563', '157806991']",3,50,Umspannwerk Graustein,Hochspannungsleitung 565 Graustein - Bärwalde,50Hertz Transmission,Q241331, ,565,power,Schaltwerk Bärwalde,route,380000, , , , , , , , , , , , , 
58,919119,"['941198517', '58417851', '947583944', '154787387', '953420163', '154787429', '30164703']",3,50,Umspannwerk Preilack,Hochspannungsleitung 542 Preilack - Graustein,50Hertz Transmission,Q241331,de:50Hertz Transmission,542,power,Umspannwerk Graustein,route,380000, , , , , , , , , , , , , 
59,919121,"['30164703', '154787384', '953420162', '154787387', '947583945', '58417798', '941198517']",3,50,Umspannwerk Preilack,Hochspannungsleitung 541 Preilack - Graustein,50Hertz Transmission,Q241331,de:50Hertz Transmission,541,power,Umspannwerk Graustein,route,380000, , , , , , , , , , , , , 
60,934664,"['44051128', '257780109', '27866189', '385503456', '405114352', '44051122', '27866190', '233663072', '370880200']",3,50,Ketzin,Ket-Gel4,E.DIS Netz GmbH,Q1273411,de:E.DIS, ,power,Geltow,route,110000, , , , , , , , , , , , , 
61,934665,"['44051128', '233663071', '44051117', '44051122', '944516909', '233482228', '940635546']",3,50,Wustermark,Wu-Gel2,E.DIS Netz GmbH,Q1273411,de:E.DIS, ,power,Ketzin,route,110000, , , , , , , , , , , , , 
62,934666,"['940635546', '44051117', '257780109', '27866189', '385503456', '405114352', '27866190', '944516908', '233482229', '203452566', '202454155', '370880200']",3,50,Wustermark,Wu-Gel1,E.DIS Netz GmbH,Q1273411,de:E.DIS, ,power,Geltow,route,110000, , , , , , , , , , , , , 
63,1021992,"['435456615', '59736421', '43171099', '59032803', '31031057', '167854736', '943444232', '55635095', '945953809', '1094015892']",3,50,Umspannwerk Pasewalk,Hochspannungsleitung 315 Pasewalk - Güstrow,50Hertz Transmission,Q241331, ,315,power,Umspannwerk Güstrow,route,220000,double, , , , , , , , , , , , 
64,1021993,"['59032803', '31031057', '39688876', '39688875', '167854736', '945953810', '55635096', '943444232', '435456616', '59736427', '43171099', '1094015892']",3,50,Pasewalk,Hochspannungsleitung 316 Pasewalk - Iven - Güstrow,50Hertz Transmission,Q241331,de:50Hertz Transmission,316,power,Güstrow,route,220000,double,Iven, , , , , , , , , , , 
65,1126069,"['25736777', '29294107', '55213116', '135204764', '435572352', '369651846', '303995351']",3,50,Fürstenberg,Füb-Klw 2,EON_edis, , , ,power,Klosterwalde,route,110000,single, , , , , , , , , , , , 
66,1126070,"['55213116', '435572355', '234448803', '167375154', '167375150', '167375151', '8097821', '826190319', '167375152', '369651846', '72475662', '50928244', '123224180', '303997287', '123224128']",3,50,Fürstenberg,Hochspannungsleitung Füb - Pr,EON_edis, , ,1,power,Prenzlau,route,110000,single, , , , , , , , , , , , 
67,1126071,"['25736777', '29294107', '167375154', '167375150', '167375151', '8097821', '826190318', '167375145', '72475662', '167375153', '167375148', '303995358']",3,50,Klosterwalde,Hochspannungsleitung Klw - Pr,EON_edis, , ,4,power,Prenzlau,route,110000,single, , , , , , , , , , , , 
68,1141616,"['30039908', '825413338', '78635636', '42139427', '74003849', '74003850', '74003846', '74003877', '729112195']",3,50,Bertikow,Uckermarkleitung,50Hertz Transmission GmbH, , ,481,power,Neuenhagen,route,380000,quad, , , , , ,Q241331,yes, , , , , 
69,1141617,"['30039908', '78635638', '78635636', '42139427', '74003849', '74003850', '74003846', '74003877', '729112196']",3,50,Bertikow,Uckermarkleitung,50Hertz Transmission GmbH, , ,482,power,Neuenhagen,route,380000,quad, , , , , , ,yes, , , , , 
70,1141651,"['74003845', '74003849', '74003844']",3,50,Finow,Finow-Angermünde,EON_edis, , , ,power,Angermünde,route,110000,single, , , , , , , , , , , , 
71,1141652,['74003844'],3,50,Britz,Britz-Angermünde4,EON_edis, , , ,power,Angermünde,route,110000,single, , , , , , , , , , , , 
72,1181406,"['202529055', '1021493777', '1022712795', '1020012357', '26380546', '1090641185', '164012421', '77946473', '242485064', '77946501', '786231958', '942448205', '1028523633', '1068400049']",3,50,Umspannwerk Neuenhagen,Hochspannungsleitung Nhg - Frb 2/4,E.DIS Netz GmbH,Q1273411,de:E.DIS,2/4,power,Umspannwerk Freienbrink,route,110000, , , , , , , , , , , , , 
73,1181407,"['77946473', '242485065', '942448205', '77946560', '241958533', '202432800', '98633217', '786231960', '77946501', '164012421', '1090641180', '1090641183', '1090641184']",3,50,Umspannwerk Neuenhagen,Hochspannungsleitung Nhg - Fü 5,E.DIS Netz GmbH,Q1273411, ,5,power,Umspannwerk Fürstenwalde,route,110000, , , , , , , , , , , , , 
74,1188567,"['49746081', '49746083', '210992505', '817210184', '164012411', '274549010', '274549009', '30039908', '39366264', '942448206']",3,50,Umspannwerk Neuenhagen,Hochspannungsleitung 303 Neuenhagen - Bertikow,50Hertz Transmission,Q241331, ,303,power,Umspannwerk Bertikow,route,220000,double, , , , , , , , , , , , 
75,1188568,"['943444232', '49746082', '39366068', '49746081', '39381716', '945953811', '55635055', '170123812']",3,50,Pasewalk,306 Pasewalk - Vierraden,50Hertz Transmission, , ,306,power,Vierraden,route,220000,double, , , , , , , , , , , , 
76,1188569,"['39428977', '39428969', '825401056', '825401059', '694471788', '825376747', '39428980', '170123812']",3,50,Krajnik (PL),Ltg 507 Krajnik - Vierraden,50Hertz Transmission;PSE Operator, , ,507,power,Vierraden (DE),route,400000,double, , , , , , , , , , , , 
77,1188570,"['30039908', '78635628', '39381716', '945953812', '55635047', '943444232']",3,50,Pasewalk,305 Pasewalk - Bertikow,50Hertz Transmission, , ,305,power,Bertikow,route,220000,double, , , , , , , , , , , , 
78,1188571,"['49746082', '39363930', '274549009', '274549010', '210992505', '164012424', '817210185', '942448206', '729112213', '170123812']",3,50,Umspannwerk Neuenhagen,Hochspannungsleitung 304 Neuenhagen - Vierraden,50Hertz Transmission,Q241331, ,304,power,Umspannwerk Vierraden,route,220000,double, , , , , , , , , , , , 
79,1311805,"['88217930', '78689316', '170125173', '88179253', '994850905', '825918121', '825941230', '825941228']",3,50, , ,EON_edis, , ,Ang - Sd 2,power, ,route,110000,single, , , , , , , , , , , , 
80,1311806,"['88217930', '88179253', '88176131', '88271623', '170123824', '170125180', '994850904', '88271627', '170123813', '170123836', '88271626', '88179265', '170125175', '39428980']",3,50, , ,EON_edis, , ,Sd - Hei - Vrd 4,power, ,route,110000,single, , , , , , , , , , , , 
81,1311819,"['78689316', '78689290', '825875468', '288891776', '88283924', '88283935', '289366676']",3,50,Britz,Hochspannungsleitung Br - - Ang 4,E.DIS Netz GmbH, , ,4,power,Angermünde,route,110000,single, , , , , , , , , , , , 
82,1311820,"['88179265', '170123813', '170123836', '88271626', '78689316', '170125181', '88271627', '994850903', '39428980', '78689309', '825941229', '825918121', '994850905', '88176131', '88271623', '170123830']",3,50, , ,EON_edis, , ,Ang - Hei - Vrd 3,power, ,route,110000,single, , , , , , , , , , , , 
83,1311821,"['88283935', '88283924', '88283941', '289366687', '289283873', '88276389', '289366679']",3,50,Finow,Fin-Br 2,E.DIS Netz GmbH, , , ,power,Britz,route,110000,single, , , , , , , , , , , , 
84,1326877,"['90046877', '90042982', '90142950', '90142947', '458809040', '90142949', '90142946', '90047814']",3,50, , ,EON_edis, , , ,power, ,route,110000,single, , , , , , , , , , , , 
85,1326878,"['90142945', '90142948', '43719996', '35618890', '953460008', '167832642', '953460009', '167832650', '941448215', '90042982', '90046877']",3,50, , ,E.DIS Netz GmbH,Q1273411, , ,power, ,route,110000,single, , , , , , , , , , , , 
86,1326879,"['941448215', '35618890', '953460008', '167832642', '953460009', '167832650', '43719996', '90142948', '90142945', '90142950', '90142947', '458809040', '90142949', '90142946', '90047814']",3,50, , , , , , ,power, ,route,110000,single, , , , , , , , , , , , 
87,1421499,"['233482157', '240178875', '24865428', '99183440', '940635546', '944516921', '233482194', '99183066', '353506852', '23032594', '99183064', '240179494']",3,50, ,Wu-Or 1,E.DIS Netz GmbH,Q1273411,de:E.DIS, ,power, ,route,110000, , , , , , , , , , , , , 
88,1421500,"['99183440', '99417004', '240178874', '99183064', '67602648', '99249495', '345974686']",3,50, ,Or-Nru 3,E.DIS Netz GmbH, , , ,power, ,route,110000, , , , , , , , , , , , , 
89,1421501,"['27883686', '288796651', '288796639', '30303796', '27533041', '261927549', '27532401', '99249494', '233482157', '944516920', '233482195', '940635546']",3,50, ,Wu-Hen 2,E.DIS Netz GmbH,Q1273411,de:E.DIS, ,power, ,route,110000, , , , , , , , , , , , , 
90,1421502,"['27883686', '288796651', '288796639', '30303796', '27533041', '261927550', '27532401', '99249494', '99183066', '353506852', '23032594', '67602648', '99249496', '24865429', '24865428', '67602647']",3,50, ,Hen-Bee 1/2,E.DIS Netz GmbH, , , ,power, ,route,110000, , , , , , , , , , , , , 
91,1421503,"['67602647', '789017660', '99249495', '345974684', '99417004']",3,50, ,Bee-Nru 4,E.DIS Netz GmbH, , , ,power, ,route,110000, , , , , , , , , , , , , 
92,1561039,['98182881'],3,50, , , , , , ,power, ,route,110000,single, , , , , , , , , , , , 
93,1637735,"['941448215', '167832624', '953460010', '167832629', '276358248', '276358244', '276358230', '276358233', '99176347', '276338381', '276358250', '210507520', '210507521', '236968671', '788663648', '137884112', '236968674', '276358236', '787138325', '345974676', '99417004', '235163908', '235163912', '369532948', '369532947', '369523222']",3,50, ,Nru-Pe 6,E.DIS Netz GmbH,Q1273411, , ,power,Perleberg,route,110000, , , , , , , , , , , , , 
94,1637736,"['941448215', '35611595', '953460011', '167832629', '276358248', '276358244', '276358230', '276358233', '137884112', '88220973', '235163905', '236713682', '235163911', '369520756', '233114959', '233114957', '99176346', '99176347', '276338383']",3,50,Perleberg,Ky-Pe 3,E.DIS Netz GmbH,Q1273411, , ,power, ,route,110000, , , , , , , , , , , , , 
95,1640958,"['29331392', '119377194', '29331349', '119377207', '32977008']",2,16.7,Thyrow,Thyrow - Neuhof 2,DB Energie GmbH, , , ,power,Neuhof,route,110000,single, , , , , , , , , , , , 
96,1640959,"['29331392', '119377206', '29331349', '119377204', '32977008']",2,16.7,Thyrow,Thyrow - Neuhof 1,DB Energie GmbH, , , ,power,Neuhof,route,110000,single, , , , , , , , , , , , 
97,1640961,"['29331392', '119377200', '27692895', '52082732', '27692916']",2,16.7,Thyrow,Thyrow - Genshagener Heide 2,DB Energie GmbH, , , ,power,Genshagener Heide,route,110000,single, , , , , , , , , , , , 
98,1640962,"['27692916', '52082733', '498869310', '498869303', '198895525']",2,16.7,Genshagener Heide,Genshagener Heide - Schönefeld,DB Energie GmbH, , ,2,power,Schönefeld,route,110000,single, , , , , , , , , , , , 
99,1641776,"['119443387', '28775982', '26380971', '119443382', '23597731', '26380777', '119443385', '34848214', '34848215', '26332254', '27692899', '27692916']",2,16.7,Priort,Priort - Genshagener Heide 2,DB Energie GmbH,Q1152043,de:DB Energie,2,power,Genshagener Heide,route,110000,single,Golm, , , , , , , , , , , 
100,1641813,"['27645830', '119017800', '27916070', '27149340', '119445843', '26380971']",2,16.7,Nitzahn,Nitzahn - Priort 1,DB Energie GmbH, , ,1,power,Priort,route,110000,double, , , , , , , , , , , , 
101,1641814,"['26380971', '119445839', '27149340', '27156335', '998096455', '51370891', '51370888', '28266647', '28278297']",2,16.7,Unterwerk Priortt,Bahnstromleitung Priort - Karow 2,DB Energie GmbH,Q1152043,de:DB Energie,2,power,Unterwerk Karow,route,110000,single, , , , , , , , , , , , 
102,1642013,"['28086807', '119018946', '27269287', '27645830', '119017802', '49275117', '28086765', '51080971', '28087043']",2,16.7,Nitzahn,Nitzahn - Heeren 2,DB Energie GmbH, , , ,power,Heeren,route,110000,double;single,Rathenow, , , , , , , , , , , 
103,1642105,"['28776902', '43920709', '43903537', '119465660', '92102564', '198871874']",2,16.7,Kraftwerk Kirchmöser,Kraftwerk Kirchmöser - Unterwerk Kirchmöser 1,DB Energie GmbH, , ,1,power,Unterwerk Kirchmöser,route,110000,double, , , , , , , , , , , , 
104,1642106,"['28776902', '119465656', '43903537', '119465661', '92102564', '198871874']",2,16.7,Kraftwerk Kirchmöser,Kraftwerk Kirchmöser - Unterwerk Kirchmöser 3,DB Energie GmbH, , ,3,power,Unterwerk Kirchmöser,route,110000,double, , , , , , , , , , , , 
105,1642107,"['28776902', '55697041', '55697040', '119017804', '27645830']",2,16.7,Kirchmöser,Kirchmöser - Nitzahn 1,DB Energie GmbH, , , ,power,Nitzahn,route,110000,double, , , , , , , , , , , , 
106,1642108,"['28776902', '28776846', '55697040', '119017805', '27645830']",2,16.7,Kirchmöser,Kirchmöser - Nitzahn 2,DB Energie GmbH, , , ,power,Nitzahn,route,110000,double, , , , , , , , , , , , 
107,1642109,"['28776902', '119465668', '43903537', '119465666', '92102564', '198871874']",2,16.7,Kraftwerk Kirchmöser,Kraftwerk Kirchmöser - Unterwerk Kirchmöser 2,DB Energie GmbH, , ,2,power,Unterwerk Kirchmöser,route,110000,double, , , , , , , , , , , , 
108,1819935,"['29286029', '135204740', '955985988', '135204748', '369651846', '435572351', '234448797']",3,50,Neuhof,Nho-Füb 6,EON_edis, , , ,power,Fürstenberg,route,110000,single, , , , , , , , , , , , 
109,1819936,"['29286029', '29296994', '955985990', '135204765', '518455595', '947115273', '617568389', '786996862']",3,50, ,Nho-Gse 1,EON_edis, , , ,power, ,route,110000,single, , , , , , , , , , , , 
110,1819937,"['29286029', '135204745', '135204765', '955985985', '135204751', '135204768', '518455595', '947115274', '617568391', '786996862']",3,50, ,Nho-Gse 2,EON_edis, , , ,power, ,route,110000,single, , , , , , , , , , , , 
111,1943458,"['323446707', '46347692', '165711940']",12,50,DB Ostkreuz, ,Vattenfall Europe AG, , ,"890, 891, 892, (893)",power,Gürtelstraße,route,110000,single, , , , , , , ,yes, , , , 
112,2224599,"['20562114', '940636813', '164011600', '945954996', '30281134', '700351939', '998013563', '1037487651', '43165577', '43165578']",3,50,Malchow, ,Stromnetz Berlin,Q110255475, , ,power,Karow,route,110000,single, , , , , , , , , , , , 
113,2224601,"['20562114', '940636813', '164011603', '945954995', '30281134', '700351939', '998013563', '1037487651', '43165577', '43165578']",3,50,Malchow, ,Stromnetz Berlin,Q110255475, , ,power,Karow,route,110000,single, , , , , , , , , , , , 
114,2224602,"['29051015', '166888204', '25406424', '39247323', '43165578']",3,50,Buch, ,Stromnetz Berlin, , ,748,power,Karow,route,110000,single, , , , , , , , , , , , 
115,2224652,"['20562114', '940636813', '166885634', '945954999', '166885610', '166891682', '33806708', '321336854']",3,50,Malchow,MOW-LUN,Stromnetz Berlin,Q110255475, ,812,power,Lundener Straße,route,110000,single, , , , , , , , , , , , 
116,2224653,"['20562114', '940636813', '8116410', '945954998', '166885610', '166891683', '33806708', '321336856']",3,50,Malchow,MOW-LUN,Stromnetz Berlin,Q110255475, ,811,power,Lundener Straße,route,110000,single, , , , , , , , , , , , 
117,2224654,"['20562114', '940636813', '166885620', '945955000', '166885610', '166891681', '33806708', '321336858']",3,50,Malchow,MOW-LUN,Stromnetz Berlin,Q110255475, ,813,power,Lundener Straße,route,110000,single, , , , , , , , , , , , 
118,2224655,"['20562114', '940636813', '166885614', '945954997', '166885610', '166891680', '33806708', '321336850']",3,50,Malchow,MOW-LUN,Stromnetz Berlin,Q110255475, ,810,power,Lundener Straße,route,110000,single, , , , , , , , , , , , 
119,2224675,"['22981090', '166893264', '7979022', '166885621', '20562114', '940636813']",3,50,Gasturbinenkraftwerk Ahrensfelde,GBN-MOW 2,Stromnetz Berlin,Q110255475, ,GBN-MOW 2,power,Malchow,route,110000,single, , , , , , , , , , , , 
120,2224676,"['22981090', '166893267', '7979022', '166885616', '20562114', '940636813']",3,50,Gasturbinenkraftwrk Ahrensfelde,GBN-MOW 1,Vattenfall Europe, , ,GBN-MOW 1,power,Malchow,route,110000,single, , , , , , , , , , , , 
121,2224887,"['24517761', '166911555', '202584289', '998013562', '166885608', '940636813', '20562114']",3,50,Malchow,MOW-MUE,Stromnetz Berlin,Q110255475, ,768,power,Münsterberger Weg,route,110000,single, , , , , , , , , , , , 
122,2224888,"['24517761', '166911555', '202584289', '998013562', '166889258', '940636813', '20562114']",3,50,Malchow,MOW-MUE,Stromnetz Berlin,Q110255475, ,769,power,Münsterberger Weg,route,110000,single, , , , , , , , , , , , 
123,2224889,"['24517761', '24087569', '202584289', '998013562', '166885637', '20562114', '940636813']",3,50,Malchow,MOW-MUE,Stromnetz Berlin,Q110255475, ,770,power,Münsterberger Weg,route,110000,single, , , , , , , , , , , , 
124,2224890,"['202584289', '998013562', '166889257', '24087569', '24517761', '20562114', '940636813']",3,50,Malchow,MOW-MUE,Stromnetz Berlin,Q110255475, ,771,power,Münsterberger Weg,route,110000,single, , , , , , , , , , , , 
125,2237881,"['1093664413', '1093664414', '259468200', '259468196', '971991900', '971991895', '611278560', '26472665', '435456618', '59051397', '259468195', '1094015892']",3,50,ehem. Umspannwerk Wolmirstedt,Hochspannungsleitung 331 Wolmirstedt - Güstrow,50Hertz Transmission,Q241331,de:50Hertz Transmission,331,power,Umspannwerk Güstrow,route,220000,double, , , , , , , , ,220000 Volt Leitung 331 Wolmirstedt stillgelegt und teilweise abgebaut, , , 
126,2239286,"['39428977', '39428969', '825401055', '88684435', '694471787', '825376746', '39428980', '170123812']",3,50,Krajnik (PL),Ltg 508 Krajnik - Vierraden,50Hertz Transmission;PSE Operator, , ,508,power,Vierraden (DE),route,400000,double, , , , , , , , , , , , 
127,2326865,"['29082962', '174303451', '435572354', '29082963', '135204742', '435572353', '10273355', '369651846']",3,50,Fürstenberg,Hochspannungsleitung Füb - Nst,E.DIS Netz GmbH, , ,4,power,Neustrelitz,route,110000,single, , , , , , , , , , , , 
128,2326868,"['39533317', '174307868', '823635029', '135204742', '369651846', '135204753', '435572356', '53019323']",3,50,Fürstenberg,Hochspannungsleitung Füb - Wa,E.DIS Netz GmbH, , ,3,power,Waren,route,110000,single, , , , , , , , , , , , 
129,2326953,"['369596692', '174303456', '369622915', '369622909', '93418609', '174303447', '369622912', '369631231', '369631228', '174310971', '174310948', '174310945', '78500317', '151917619', '174310964', '174310946', '39466361', '78500315', '78500320', '945953803', '55667460', '39437430', '174310977']",6,50, , ,E.DIS Netz GmbH, , , ,power, ,route,110000, , , , , , , , , , , , , 
130,2326955,"['93418613', '93418612', '202257151', '202257154', '269229970', '174303447', '369622912', '369631231', '369631228', '174310971', '174310948', '174310945', '78500317', '174310977', '151917619', '369631227', '174310960', '174310946', '39466361', '174310952', '174310955', '55667459', '945953804', '39437430']",6,50, , ,E.DIS Netz GmbH, , , ,power, ,route,110000, , , , , , , , , , , , , 
131,2327044,"['39437430', '55667458', '945953808', '39466362', '39488512', '55634964', '55634999', '55581189', '177916586', '177916620', '78500314', '177916600', '177916596', '177916583', '177916570', '50928248', '50928247', '167375147', '826190323', '29389949', '72475662', '379326024']",3,50,Pasewalk,Hochspannungsleitung Pas - Ru - PRN - Pr 1,E.DIS Netz GmbH,Q1273411, ,1,power,Prenzlau,route,110000,single, , , , , , , , , , , , 
132,2327045,"['39437430', '55667461', '945953807', '39466362', '39488512', '55634964', '55634988', '55581189', '177916586', '177916620', '78500309', '78500310', '78500314', '177916600', '177916596', '177916583', '177916570', '50928248', '50928247', '174315150', '826190324', '29389949', '72475662', '379326025']",3,50, ,Hochspannungsleitung Pas - Ru - PRN - Pr 2,E.DIS Netz GmbH,Q1273411, ,2,power, ,route,110000,single, , , , , , , , , , , , 
133,2671364,"['499503587', '44052581', '149635967', '61575984', '369542764', '157520746', '49967909', '49978581', '827848142', '40152416', '44052622', '996358508', '499503585', '369542763', '40550867', '43915541', '55697042', '28776902']",2,16.7,Muldenstein,Bahnstromleitung Muldenstein - Kirchmöser 1,DB Energie GmbH,Q1152043,de:DB Energie,1,power,Kirchmöser,route,110000,single,Klebitz, , ,Borne, , , , , , , , 
134,2928166,"['940922557', '1093670567', '154779957', '221416888', '221456995', '818388071', '815584837', '154770902', '943939310']",3,50,Umspannwerk Ragow,Hochspannungsleitung 531 Ragow - Förderstedt,50Hertz Transmission,Q241331,de:50Hertz Transmission,531,power,Umspannwerk Förderstedt,route,380000,triple, , , , , , , , , , , , 
135,3009921,"['226401723', '226802737', '226802734', '52444943', '226401721', '226408623', '226408615', '788123540', '226408619', '226504235', '149739927', '226401722', '109696878', '149739926']",3,50, ,FFA-BsD2,E.DIS Netz GmbH,Q1273411,de:E.DIS, ,power, ,route,110000,single, , , , , , , , , , , , 
136,3009922,"['226401723', '226802737', '226802734', '52444943', '226401721', '226408623', '226408615', '788123540', '52450778', '52444944', '52450773', '226408622', '788123538', '202432801', '226401722', '109696878', '226408613', '226408618', '202432802']",3,50, ,FFA-FüS 1,E.DIS Netz GmbH,Q1273411,de:E.DIS, ,power, ,route,110000, , , , , , , , , , , , , 
137,3009923,"['149739926', '226408614', '226408619', '52450778', '52450773', '226408617', '226420546', '241958540', '98633217']",3,50, ,BsD-Fü 4,E.DIS Netz GmbH, , , ,power, ,route,110000, , , , , , , , , , , , , 
138,3010004,"['202432802', '788123539', '226408620', '226408622', '226408617', '226420546', '241958539', '98633217', '179172282', '202432805']",3,50, ,FüS-Fü 3,E.DIS Netz GmbH, , , ,power, ,route,110000, , , , , , , , , , , , , 
